accession,uid,voucher,subname,subtype,source_identifier,institution_code,specimen_id,specimen_idA,specimen_idB,definition
KY027678,1109381101,390ADW,390ADW,specimen_voucher,390ADW,,390ADW,,,"Spialia sertorius voucher 390ADW glyceraldhyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
KY019900,1109380309,390ADW,390ADW,specimen_voucher,390ADW,,390ADW,,,"Spialia sertorius voucher 390ADW cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
KX947221,1080121981,390ADW,390ADW,specimen_voucher,390ADW,,390ADW,,,"Spialia sertorius voucher 390ADW arginine kinase (ArgKin) gene, partial cds"
KY028438,1109382755,390ADW,390ADW,specimen_voucher,390ADW,,390ADW,,,"Spialia sertorius voucher 390ADW ribosomal protein S2 (RpS2) gene, partial cds"
KC158463,442535986,NIBGE-BUT-00240,"NIBGE BUT-00240|Pakistan: Punjab, Rawalpidi, Simli Dam|33.7167 N 73.3333 E|24-Aug-2009|S. Akhtar|Muhammad Ashfaq",specimen_voucher|country|lat_lon|collection_date|collected_by|identified_by,NIBGE BUT-00240,,NIBGE BUT-00240,,,"Tarucus balkanicus voucher NIBGE BUT-00240 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
AY556974,50262564,MW02025,"MW02025|Tarucus theophrastus Fabricius, 1793|male|Morocco: Tourchte (1400m), Marrakech|14-Jul-2002|Martin Wiemers",specimen_voucher|authority|sex|country|collection_date|identified_by,MW02025,,MW02025,,,"Tarucus theophrastus voucher MW02025 cytochrome oxidase subunit I (coI) gene, partial cds; mitochondrial"
AY556619,233149311,MW02025,"MW02025|Tarucus theophrastus Fabricius, 1793|male|adult|Morocco: Tourchte (1400m), Marrakech|14-Jul-2002|Martin Wiemers",specimen_voucher|authority|sex|dev_stage|country|collection_date|identified_by,MW02025,,MW02025,,,"Tarucus theophrastus voucher MW02025 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence"
HQ284561,326578914,TheBet,TheBet.23,isolate,TheBet.23,,TheBet.23,,,"Thecla betulae isolate TheBet.23 non-LTR retrotransposon T1Q-like reverse transcriptase gene, partial cds"
HQ284560,326578913,TheBet,TheBet.22,isolate,TheBet.22,,TheBet.22,,,"Thecla betulae isolate TheBet.22 non-LTR retrotransposon CR1-like reverse transcriptase-like gene, partial sequence"
HQ284559,326578911,TheBet,TheBet.20,isolate,TheBet.20,,TheBet.20,,,"Thecla betulae isolate TheBet.20 non-LTR retrotransposon T1Q-like reverse transcriptase gene, partial cds"
HQ284558,326578909,TheBet,TheBet.19,isolate,TheBet.19,,TheBet.19,,,"Thecla betulae isolate TheBet.19 non-LTR retrotransposon CR1-like reverse transcriptase gene, partial cds"
HQ284557,326578907,TheBet,TheBet.17,isolate,TheBet.17,,TheBet.17,,,"Thecla betulae isolate TheBet.17 non-LTR retrotransposon T1Q-like reverse transcriptase gene, partial cds"
HQ284556,326578905,TheBet,TheBet.16,isolate,TheBet.16,,TheBet.16,,,"Thecla betulae isolate TheBet.16 non-LTR retrotransposon CR1-like reverse transcriptase gene, partial cds"
HQ284555,326578903,TheBet,TheBet.15,isolate,TheBet.15,,TheBet.15,,,"Thecla betulae isolate TheBet.15 non-LTR retrotransposon Jockey-like reverse transcriptase gene, partial cds"
HQ284554,326578902,TheBet,TheBet.14,isolate,TheBet.14,,TheBet.14,,,"Thecla betulae isolate TheBet.14 non-LTR retrotransposon CR1-like reverse transcriptase-like gene, partial sequence"
HQ284553,326578901,TheBet,TheBet.12,isolate,TheBet.12,,TheBet.12,,,"Thecla betulae isolate TheBet.12 non-LTR retrotransposon CR1-like reverse transcriptase-like gene, partial sequence"
HQ284552,326578900,TheBet,TheBet.11,isolate,TheBet.11,,TheBet.11,,,"Thecla betulae isolate TheBet.11 non-LTR retrotransposon CR1-like reverse transcriptase-like gene, partial sequence"
MN829496,1852459319,XM14004,"XM14004|adult|Spain: Santa Cruz de Tenerife, Barranco de la Madera|28.70 N 17.79 W|31-Jul-2014|Xavier Merit",specimen_voucher|dev_stage|country|lat_lon|collection_date|collected_by,XM14004,,XM14004,,,"Thymelicus christi voucher XM14004 cytochrome c oxidase subunit I (COI) gene, partial cds; tRNA-Leu (trnL) gene, complete sequence; and cytochrome c oxidase subunit II (COII) gene, complete cds; mitochondrial"
JN205029,347545636,MM03333,MM03333|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Hesperiidae; Hesperiinae; Thymelicus,specimen_voucher|old_lineage,MM03333,,MM03333,,,"Thymelicus lineola ribosomal protein S5 (RpS5) gene, partial cds"
KM573575,747022934,MM03333,"MM03333|Finland: Northern Ostrobothnia, Ostrobottnia borealis pars australis, Kiiminki|65.071 N 25.725 E|14-Jul-2006|Marko Mutanen, N. Mutanen, A. Mutanen|Marko Mutanen",specimen_voucher|country|lat_lon|collection_date|collected_by|identified_by,MM03333,,MM03333,,,"Thymelicus lineola voucher MM03333 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
JN205020,347545882,MM03333,MM03333|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Hesperiidae; Hesperiinae; Thymelicus,specimen_voucher|old_lineage,MM03333,,MM03333,,,"Thymelicus lineola cytosolic malate dehydrogenase (MDH) gene, partial cds"
JN205002,347545846,MM03333,MM03333|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Hesperiidae; Hesperiinae; Thymelicus,specimen_voucher|old_lineage,MM03333,,MM03333,,,"Thymelicus lineola isocitrate dehydrogenase (IDH) gene, partial cds"
JN204987,347545816,MM03333,MM03333|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Hesperiidae; Hesperiinae; Thymelicus,specimen_voucher|old_lineage,MM03333,,MM03333,,,"Thymelicus lineola glyceraldhyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
JN204978,347545798,MM03333,MM03333|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Hesperiidae; Hesperiinae; Thymelicus,specimen_voucher|old_lineage,MM03333,,MM03333,,,"Thymelicus lineola elongation factor 1 alpha (EF-1alpha) gene, partial cds"
JN204962,347545766,MM03333,MM03333|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Hesperiidae; Hesperiinae; Thymelicus,specimen_voucher|old_lineage,MM03333,,MM03333,,,"Thymelicus lineola cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
JN204935,347545712,MM03333,MM03333|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Hesperiidae; Hesperiinae; Thymelicus,specimen_voucher|old_lineage,MM03333,,MM03333,,,"Thymelicus lineola carbamoylphosphate synthase domain protein (CAD) gene, partial cds"
JN204920,347545682,MM03333,MM03333|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Hesperiidae; Hesperiinae; Thymelicus,specimen_voucher|old_lineage,MM03333,,MM03333,,,"Thymelicus lineola wingless (Wgl) gene, partial cds"
KT286703,922322512,RV00Q028,RV00Q028,specimen_voucher,RV00Q028,,RV00Q028,,,"Tomares ballus voucher RV00Q028 histone H3 (H3) gene, partial cds"
KT286572,922322250,RV00Q028,RV00Q028,specimen_voucher,RV00Q028,,RV00Q028,,,"Tomares ballus voucher RV00Q028 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
KT286378,922321862,RV00Q028,RV00Q028,specimen_voucher,RV00Q028,,RV00Q028,,,"Tomares ballus voucher RV00Q028 carbamoyl phosphate synthetase II domain (CAD) gene, partial cds"
KT286264,922321634,RV00Q028,RV00Q028,specimen_voucher,RV00Q028,,RV00Q028,,,"Tomares ballus voucher RV00Q028 elongation factor 1 alpha (Ef-1a) gene, partial cds"
KT286081,922321268,RV00Q028,RV00Q028,specimen_voucher,RV00Q028,,RV00Q028,,,"Tomares ballus voucher RV00Q028 wingless (wg) gene, partial cds"
KF894400,586499519,ILL_153,ILL_153,specimen_voucher,ILL_153,,ILL_153,,,"Tomares callimachus voucher ILL_153 internal transcribed spacer 2, partial sequence"
KF647240,558705293,ILL_153,"ILL_153|female|Russia: Utrysh, Krasnodar area|14-Apr-2013|G. Shemberger",specimen_voucher|sex|country|collection_date|collected_by,ILL_153,,ILL_153,,,"Tomares callimachus voucher ILL_153 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
GQ129109,266635052,NK00P594,"MCZ:NK00P594|Russia: Altai, Oktyabrsk",specimen_voucher|country,MCZ:NK00P594,MCZ,NK00P594,,,"Tongeia fischeri voucher MCZ:NK00P594 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence"
GQ128698,266634919,NK00P594,"MCZ:NK00P594|Russia: Altai, Oktyabrsk",specimen_voucher|country,MCZ:NK00P594,MCZ,NK00P594,,,"Tongeia fischeri voucher MCZ:NK00P594 elongation factor 1 alpha (Ef-1a) gene, partial cds"
GQ128802,264687526,NK00P594,"MCZ:NK00P594|Russia: Altai, Oktyabrsk",specimen_voucher|country,MCZ:NK00P594,MCZ,NK00P594,,,"Tongeia fischeri voucher MCZ:NK00P594 histone H3 (H3) gene, partial cds"
GQ129010,264687296,NK00P594,"MCZ:NK00P594|Russia: Altai, Oktyabrsk",specimen_voucher|country,MCZ:NK00P594,MCZ,NK00P594,,,"Tongeia fischeri voucher MCZ:NK00P594 cytochrome c oxidase I (COI) gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome c oxidase II (COII) gene, complete cds; mitochondrial"
GQ128629,264687087,NK00P594,"MCZ:NK00P594|Russia: Altai, Oktyabrsk",specimen_voucher|country,MCZ:NK00P594,MCZ,NK00P594,,,"Tongeia fischeri voucher MCZ:NK00P594 carbamoyl phosphate synthetase II domain (CAD) gene, partial cds"
GQ128520,264686905,NK00P594,"MCZ:NK00P594|Russia: Altai, Oktyabrsk",specimen_voucher|country,MCZ:NK00P594,MCZ,NK00P594,,,"Tongeia fischeri voucher MCZ:NK00P594 28S ribosomal RNA gene, partial sequence"
GQ128909,264683864,NK00P594,"MCZ:NK00P594|Russia: Altai, Oktyabrsk",specimen_voucher|country,MCZ:NK00P594,MCZ,NK00P594,,,"Tongeia fischeri voucher MCZ:NK00P594 wingless (wg) gene, partial cds"
MN752819,1852459169,NW63-21,NW63_21,specimen_voucher,NW63_21,,NW63_21,,,"Vanessa atalanta voucher NW63_21 dopa decarboxylase (DDC) gene, partial cds"
AF412772,15788378,NW63-21,NW63-21,specimen_voucher,NW63-21,,NW63-21,,,"Vanessa atalanta voucher NW63-21 wingless (wg) gene, partial cds"
AY090187,29408912,NW63-21,NW63-21,specimen_voucher,NW63-21,,NW63-21,,,"Vanessa atalanta voucher NW63-21 elongation factor-1 alpha (EF-1alpha) gene, partial cds"
AY090221,29408980,NW63-21,NW63-21,specimen_voucher,NW63-21,,NW63-21,,,"Vanessa atalanta voucher NW63-21 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
GQ865275,269118084,NW63-21,NW63-21,specimen_voucher,NW63-21,,NW63-21,,,"Vanessa atalanta voucher NW63-21 cytosolic malate dehydrogenase (MDH) gene, partial cds"
GQ865155,269117844,NW63-21,NW63-21,specimen_voucher,NW63-21,,NW63-21,,,"Vanessa atalanta voucher NW63-21 isocitrate dehydrogenase (IDH) gene, partial cds"
GQ864722,269116978,NW63-21,NW63-21,specimen_voucher,NW63-21,,NW63-21,,,"Vanessa atalanta voucher NW63-21 CAD (CAD) gene, partial cds"
GQ864589,269116712,NW63-21,NW63-21,specimen_voucher,NW63-21,,NW63-21,,,"Vanessa atalanta voucher NW63-21 arginine kinase (ArgKin) gene, partial cds"
GQ865508,269118550,NW63-21,NW63-21,specimen_voucher,NW63-21,,NW63-21,,,"Vanessa atalanta voucher NW63-21 ribosomal protein S5 (RpS5) gene, partial cds"
GQ865045,269117624,NW63-21,NW63-21,specimen_voucher,NW63-21,,NW63-21,,,"Vanessa atalanta voucher NW63-21 glyceraldhyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
MN752822,1852459175,NW74-7,NW74_7,specimen_voucher,NW74_7,,NW74_7,,,"Vanessa cardui voucher NW74_7 dopa decarboxylase (DDC) gene, partial cds"
HQ735047,338845991,NW74-7,NW74-7|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Nymphalinae; Nymphalini; Vanessa,specimen_voucher|old_lineage,NW74-7,,NW74-7,,,"Vanessa cardui voucher NW74-7 ribosomal protein S5 (RpS5) gene, partial cds"
HQ735015,338845927,NW74-7,NW74-7|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Nymphalinae; Nymphalini; Vanessa,specimen_voucher|old_lineage,NW74-7,,NW74-7,,,"Vanessa cardui voucher NW74-7 cytosolic malate dehydrogenase (MDH) gene, partial cds"
HQ734993,338845883,NW74-7,NW74-7|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Nymphalinae; Nymphalini; Vanessa,specimen_voucher|old_lineage,NW74-7,,NW74-7,,,"Vanessa cardui voucher NW74-7 isocitrate dehydrogenase (IDH) gene, partial cds"
HQ734971,338845839,NW74-7,NW74-7|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Nymphalinae; Nymphalini; Vanessa,specimen_voucher|old_lineage,NW74-7,,NW74-7,,,"Vanessa cardui voucher NW74-7 glyceraldhyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
HQ734947,338845791,NW74-7,NW74-7|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Nymphalinae; Nymphalini; Vanessa,specimen_voucher|old_lineage,NW74-7,,NW74-7,,,"Vanessa cardui voucher NW74-7 elongation factor-1 alpha (EF-1alpha) gene, partial cds"
HQ734908,338845713,NW74-7,NW74-7|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Nymphalinae; Nymphalini; Vanessa,specimen_voucher|old_lineage,NW74-7,,NW74-7,,,"Vanessa cardui voucher NW74-7 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
HQ734873,338845643,NW74-7,NW74-7|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Nymphalinae; Nymphalini; Vanessa,specimen_voucher|old_lineage,NW74-7,,NW74-7,,,"Vanessa cardui voucher NW74-7 CAD (CAD) gene, partial cds"
HQ734851,338845599,NW74-7,NW74-7|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Nymphalinae; Nymphalini; Vanessa,specimen_voucher|old_lineage,NW74-7,,NW74-7,,,"Vanessa cardui voucher NW74-7 arginine kinase (ArgKin) gene, partial cds"
HQ734838,338845573,NW74-7,NW74-7|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Nymphalinae; Nymphalini; Vanessa,specimen_voucher|old_lineage,NW74-7,,NW74-7,,,"Vanessa cardui voucher NW74-7 wingless (wg) gene, partial cds"
HQ735049,338845995,NW77-16,NW77-16|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Nymphalinae; Nymphalini; Vanessa,specimen_voucher|old_lineage,NW77-16,,NW77-16,,,"Vanessa virginiensis voucher NW77-16 ribosomal protein S5 (RpS5) gene, partial cds"
HQ734995,338845887,NW77-16,NW77-16|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Nymphalinae; Nymphalini; Vanessa,specimen_voucher|old_lineage,NW77-16,,NW77-16,,,"Vanessa virginiensis voucher NW77-16 isocitrate dehydrogenase (IDH) gene, partial cds"
HQ734973,338845843,NW77-16,NW77-16|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Nymphalinae; Nymphalini; Vanessa,specimen_voucher|old_lineage,NW77-16,,NW77-16,,,"Vanessa virginiensis voucher NW77-16 glyceraldhyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
HQ734853,338845603,NW77-16,NW77-16|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Nymphalinae; Nymphalini; Vanessa,specimen_voucher|old_lineage,NW77-16,,NW77-16,,,"Vanessa virginiensis voucher NW77-16 arginine kinase (ArgKin) gene, partial cds"
AY248827,32263598,NW77-16,NW77-16,specimen_voucher,NW77-16,,NW77-16,,,"Vanessa virginiensis voucher NW77-16 wingless (wgl) gene, partial cds"
AY248808,32263560,NW77-16,NW77-16,specimen_voucher,NW77-16,,NW77-16,,,"Vanessa virginiensis voucher NW77-16 elongation factor-1 alpha (EF1a) gene, partial cds"
AY248783,32263510,NW77-16,NW77-16,specimen_voucher,NW77-16,,NW77-16,,,"Vanessa virginiensis voucher NW77-16 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
KM013309,725611101,NW77-16,NW77-16|Lepidoptera; Nymphalidae; Nymphalinae; Nymphalini; Vanessa,specimen_voucher|old_lineage,NW77-16,,NW77-16,,,"Vanessa virginiensis voucher NW77-16 dopa-decarboxylase (DDC) gene, partial cds"
MN752823,1852459177,NW77-13,NW77_13,specimen_voucher,NW77_13,,NW77_13,,,"Vanessa vulcania voucher NW77_13 dopa decarboxylase (DDC) gene, partial cds"
HQ735048,338845993,NW77-13,NW77-13|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Nymphalinae; Nymphalini; Vanessa,specimen_voucher|old_lineage,NW77-13,,NW77-13,,,"Vanessa vulcania voucher NW77-13 ribosomal protein S5 (RpS5) gene, partial cds"
HQ735016,338845929,NW77-13,NW77-13|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Nymphalinae; Nymphalini; Vanessa,specimen_voucher|old_lineage,NW77-13,,NW77-13,,,"Vanessa vulcania voucher NW77-13 cytosolic malate dehydrogenase (MDH) gene, partial cds"
HQ734994,338845885,NW77-13,NW77-13|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Nymphalinae; Nymphalini; Vanessa,specimen_voucher|old_lineage,NW77-13,,NW77-13,,,"Vanessa vulcania voucher NW77-13 isocitrate dehydrogenase (IDH) gene, partial cds"
HQ734972,338845841,NW77-13,NW77-13|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Nymphalinae; Nymphalini; Vanessa,specimen_voucher|old_lineage,NW77-13,,NW77-13,,,"Vanessa vulcania voucher NW77-13 glyceraldhyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
HQ734948,338845793,NW77-13,NW77-13|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Nymphalinae; Nymphalini; Vanessa,specimen_voucher|old_lineage,NW77-13,,NW77-13,,,"Vanessa vulcania voucher NW77-13 elongation factor-1 alpha (EF-1alpha) gene, partial cds"
HQ734911,338845719,NW77-13,NW77-13|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Nymphalinae; Nymphalini; Vanessa,specimen_voucher|old_lineage,NW77-13,,NW77-13,,,"Vanessa vulcania voucher NW77-13 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
HQ734874,338845645,NW77-13,NW77-13|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Nymphalinae; Nymphalini; Vanessa,specimen_voucher|old_lineage,NW77-13,,NW77-13,,,"Vanessa vulcania voucher NW77-13 CAD (CAD) gene, partial cds"
HQ734852,338845601,NW77-13,NW77-13|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Nymphalinae; Nymphalini; Vanessa,specimen_voucher|old_lineage,NW77-13,,NW77-13,,,"Vanessa vulcania voucher NW77-13 arginine kinase (ArgKin) gene, partial cds"
HQ734839,338845575,NW77-13,NW77-13|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Nymphalinae; Nymphalini; Vanessa,specimen_voucher|old_lineage,NW77-13,,NW77-13,,,"Vanessa vulcania voucher NW77-13 wingless (wg) gene, partial cds"
FJ664085,227437103,2005-LOWA-842,2005-LOWA-842|Kazakhstan|47.133 N 80.683 E|09-May-1997|Vladimir Lukhtanov|Vladimir A. Lukhtanov,specimen_voucher|country|lat_lon|collection_date|collected_by|identified_by,2005-LOWA-842,,2005-LOWA-842,,,"Zegris eupheme voucher 2005-LOWA-842 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
FJ664093,227437119,2005-LOWA-799,2005-LOWA-799|Kazakhstan|47.717 N 83.983 E|30-Apr-1995|Vladimir A. Lukhtanov,specimen_voucher|country|lat_lon|collection_date|identified_by,2005-LOWA-799,,2005-LOWA-799,,,"Zegris pyrothoe voucher 2005-LOWA-799 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
DQ351145,85740840,FS-b-1596,FS-b-1596|Russia: District of Voronezh|15-May-1998,isolate|country|collection_date,FS-b-1596,,FS-b-1596,,,"Zerynthia polyxena isolate FS-b-1596 wingless (wg) gene, partial cds"
DQ351119,85740788,FS-b-1596,FS-b-1596|Russia: District of Voronezh|15-May-1998,isolate|country|collection_date,FS-b-1596,,FS-b-1596,,,"Zerynthia polyxena isolate FS-b-1596 elongation factor-1 alpha (EF-1 alpha) gene, partial cds"
